season,date_code,weekending,region,Influenza_Category,Count
2015-2016,201550,12/13/2015,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201550,12/13/2015,Lower Southern,Influenza_Total,14
2015-2016,201550,12/13/2015,Lower Southern,Influenza_Tested,49
2015-2016,201550,12/13/2015,Northern,Influenza_A,0
2015-2016,201550,12/13/2015,Northern,Influenza_AH3,0
2015-2016,201550,12/13/2015,Northern,Influenza_AH1pdm09,0
2015-2016,201550,12/13/2015,Northern,Influenza_ANotSubtyped,0
2015-2016,201550,12/13/2015,Northern,Influenza_B,0
2015-2016,201550,12/13/2015,Northern,Influenza_BVictoria,0
2015-2016,201550,12/13/2015,Northern,Influenza_BYamagata,0
2015-2016,201550,12/13/2015,Northern,Influenza_BNotLineageTyped,0
2015-2016,201550,12/13/2015,Northern,Influenza_Total,0
2015-2016,201550,12/13/2015,Northern,Influenza_Tested,0
2015-2016,201550,12/13/2015,Upper Southern,Influenza_A,1
2015-2016,201550,12/13/2015,Upper Southern,Influenza_AH3,1
2015-2016,201550,12/13/2015,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201550,12/13/2015,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201550,12/13/2015,Upper Southern,Influenza_B,1
2015-2016,201550,12/13/2015,Upper Southern,Influenza_BVictoria,0
2015-2016,201550,12/13/2015,Upper Southern,Influenza_BYamagata,1
2015-2016,201550,12/13/2015,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201550,12/13/2015,Upper Southern,Influenza_Total,2
2015-2016,201550,12/13/2015,Upper Southern,Influenza_Tested,17
2015-2016,201551,12/20/2015,Bay Area,Influenza_A,1
2015-2016,201551,12/20/2015,Bay Area,Influenza_AH3,0
2015-2016,201551,12/20/2015,Bay Area,Influenza_AH1pdm09,1
2015-2016,201551,12/20/2015,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201551,12/20/2015,Bay Area,Influenza_B,0
2015-2016,201551,12/20/2015,Bay Area,Influenza_BVictoria,0
2015-2016,201551,12/20/2015,Bay Area,Influenza_BYamagata,0
2015-2016,201551,12/20/2015,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201551,12/20/2015,Bay Area,Influenza_Total,1
2015-2016,201551,12/20/2015,Bay Area,Influenza_Tested,53
2015-2016,201551,12/20/2015,California,Influenza_A,8
2015-2016,201551,12/20/2015,California,Influenza_AH3,3
2015-2016,201551,12/20/2015,California,Influenza_AH1pdm09,5
2015-2016,201551,12/20/2015,California,Influenza_ANotSubtyped,0
2015-2016,201551,12/20/2015,California,Influenza_B,6
2015-2016,201551,12/20/2015,California,Influenza_BVictoria,0
2015-2016,201551,12/20/2015,California,Influenza_BYamagata,4
2015-2016,201551,12/20/2015,California,Influenza_BNotLineageTyped,2
2015-2016,201551,12/20/2015,California,Influenza_Total,14
2015-2016,201551,12/20/2015,California,Influenza_Tested,102
2015-2016,201551,12/20/2015,Central,Influenza_A,1
2015-2016,201551,12/20/2015,Central,Influenza_AH3,1
2015-2016,201551,12/20/2015,Central,Influenza_AH1pdm09,0
2015-2016,201551,12/20/2015,Central,Influenza_ANotSubtyped,0
2015-2016,201551,12/20/2015,Central,Influenza_B,1
2015-2016,201551,12/20/2015,Central,Influenza_BVictoria,0
2015-2016,201551,12/20/2015,Central,Influenza_BYamagata,0
2015-2016,201551,12/20/2015,Central,Influenza_BNotLineageTyped,1
2015-2016,201551,12/20/2015,Central,Influenza_Total,2
2015-2016,201551,12/20/2015,Central,Influenza_Tested,3
2015-2016,201551,12/20/2015,Lower Southern,Influenza_A,6
2015-2016,201551,12/20/2015,Lower Southern,Influenza_AH3,2
2015-2016,201551,12/20/2015,Lower Southern,Influenza_AH1pdm09,4
2015-2016,201551,12/20/2015,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201551,12/20/2015,Lower Southern,Influenza_B,4
2015-2016,201551,12/20/2015,Lower Southern,Influenza_BVictoria,0
2015-2016,201551,12/20/2015,Lower Southern,Influenza_BYamagata,3
2015-2016,201551,12/20/2015,Lower Southern,Influenza_BNotLineageTyped,1
2015-2016,201551,12/20/2015,Lower Southern,Influenza_Total,10
2015-2016,201551,12/20/2015,Lower Southern,Influenza_Tested,37
2015-2016,201551,12/20/2015,Northern,Influenza_A,0
2015-2016,201551,12/20/2015,Northern,Influenza_AH3,0
2015-2016,201551,12/20/2015,Northern,Influenza_AH1pdm09,0
2015-2016,201551,12/20/2015,Northern,Influenza_ANotSubtyped,0
2015-2016,201551,12/20/2015,Northern,Influenza_B,0
2015-2016,201551,12/20/2015,Northern,Influenza_BVictoria,0
2015-2016,201551,12/20/2015,Northern,Influenza_BYamagata,0
2015-2016,201551,12/20/2015,Northern,Influenza_BNotLineageTyped,0
2015-2016,201551,12/20/2015,Northern,Influenza_Total,0
2015-2016,201551,12/20/2015,Northern,Influenza_Tested,3
2015-2016,201551,12/20/2015,Upper Southern,Influenza_A,0
2015-2016,201551,12/20/2015,Upper Southern,Influenza_AH3,0
2015-2016,201551,12/20/2015,Upper Southern,Influenza_AH1pdm09,0
2015-2016,201551,12/20/2015,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201551,12/20/2015,Upper Southern,Influenza_B,1
2015-2016,201551,12/20/2015,Upper Southern,Influenza_BVictoria,0
2015-2016,201551,12/20/2015,Upper Southern,Influenza_BYamagata,1
2015-2016,201551,12/20/2015,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201551,12/20/2015,Upper Southern,Influenza_Total,1
2015-2016,201551,12/20/2015,Upper Southern,Influenza_Tested,6
2015-2016,201552,12/27/2015,Bay Area,Influenza_A,2
2015-2016,201552,12/27/2015,Bay Area,Influenza_AH3,1
2015-2016,201552,12/27/2015,Bay Area,Influenza_AH1pdm09,1
2015-2016,201552,12/27/2015,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201552,12/27/2015,Bay Area,Influenza_B,0
2015-2016,201552,12/27/2015,Bay Area,Influenza_BVictoria,0
2015-2016,201552,12/27/2015,Bay Area,Influenza_BYamagata,0
2015-2016,201552,12/27/2015,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201552,12/27/2015,Bay Area,Influenza_Total,2
2015-2016,201552,12/27/2015,Bay Area,Influenza_Tested,75
2015-2016,201552,12/27/2015,California,Influenza_A,19
2015-2016,201552,12/27/2015,California,Influenza_AH3,7
2015-2016,201552,12/27/2015,California,Influenza_AH1pdm09,12
2015-2016,201552,12/27/2015,California,Influenza_ANotSubtyped,0
2015-2016,201552,12/27/2015,California,Influenza_B,9
2015-2016,201552,12/27/2015,California,Influenza_BVictoria,0
2015-2016,201552,12/27/2015,California,Influenza_BYamagata,6
2015-2016,201552,12/27/2015,California,Influenza_BNotLineageTyped,3
2015-2016,201552,12/27/2015,California,Influenza_Total,28
2015-2016,201552,12/27/2015,California,Influenza_Tested,136
2015-2016,201552,12/27/2015,Central,Influenza_A,2
2015-2016,201552,12/27/2015,Central,Influenza_AH3,0
2015-2016,201552,12/27/2015,Central,Influenza_AH1pdm09,2
2015-2016,201552,12/27/2015,Central,Influenza_ANotSubtyped,0
2015-2016,201552,12/27/2015,Central,Influenza_B,2
2015-2016,201552,12/27/2015,Central,Influenza_BVictoria,0
2015-2016,201552,12/27/2015,Central,Influenza_BYamagata,0
2015-2016,201552,12/27/2015,Central,Influenza_BNotLineageTyped,2
2015-2016,201552,12/27/2015,Central,Influenza_Total,4
2015-2016,201552,12/27/2015,Central,Influenza_Tested,7
2015-2016,201552,12/27/2015,Lower Southern,Influenza_A,13
2015-2016,201552,12/27/2015,Lower Southern,Influenza_AH3,5
2015-2016,201552,12/27/2015,Lower Southern,Influenza_AH1pdm09,8
2015-2016,201552,12/27/2015,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201552,12/27/2015,Lower Southern,Influenza_B,6
2015-2016,201552,12/27/2015,Lower Southern,Influenza_BVictoria,0
2015-2016,201552,12/27/2015,Lower Southern,Influenza_BYamagata,5
2015-2016,201552,12/27/2015,Lower Southern,Influenza_BNotLineageTyped,1
2015-2016,201552,12/27/2015,Lower Southern,Influenza_Total,19
2015-2016,201552,12/27/2015,Lower Southern,Influenza_Tested,48
2015-2016,201552,12/27/2015,Northern,Influenza_A,0
2015-2016,201552,12/27/2015,Northern,Influenza_AH3,0
2015-2016,201552,12/27/2015,Northern,Influenza_AH1pdm09,0
2015-2016,201552,12/27/2015,Northern,Influenza_ANotSubtyped,0
2015-2016,201552,12/27/2015,Northern,Influenza_B,0
2015-2016,201552,12/27/2015,Northern,Influenza_BVictoria,0
2015-2016,201552,12/27/2015,Northern,Influenza_BYamagata,0
2015-2016,201552,12/27/2015,Northern,Influenza_BNotLineageTyped,0
2015-2016,201552,12/27/2015,Northern,Influenza_Total,0
2015-2016,201552,12/27/2015,Northern,Influenza_Tested,0
2015-2016,201552,12/27/2015,Upper Southern,Influenza_A,2
2015-2016,201552,12/27/2015,Upper Southern,Influenza_AH3,1
2015-2016,201552,12/27/2015,Upper Southern,Influenza_AH1pdm09,1
2015-2016,201552,12/27/2015,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201552,12/27/2015,Upper Southern,Influenza_B,1
2015-2016,201552,12/27/2015,Upper Southern,Influenza_BVictoria,0
2015-2016,201552,12/27/2015,Upper Southern,Influenza_BYamagata,1
2015-2016,201552,12/27/2015,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201552,12/27/2015,Upper Southern,Influenza_Total,3
2015-2016,201552,12/27/2015,Upper Southern,Influenza_Tested,6
2015-2016,201601,1/3/2016,Bay Area,Influenza_A,5
2015-2016,201601,1/3/2016,Bay Area,Influenza_AH3,0
2015-2016,201601,1/3/2016,Bay Area,Influenza_AH1pdm09,5
2015-2016,201601,1/3/2016,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201601,1/3/2016,Bay Area,Influenza_B,5
2015-2016,201601,1/3/2016,Bay Area,Influenza_BVictoria,2
2015-2016,201601,1/3/2016,Bay Area,Influenza_BYamagata,3
2015-2016,201601,1/3/2016,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201601,1/3/2016,Bay Area,Influenza_Total,10
2015-2016,201601,1/3/2016,Bay Area,Influenza_Tested,102
2015-2016,201601,1/3/2016,California,Influenza_A,62
2015-2016,201601,1/3/2016,California,Influenza_AH3,17
2015-2016,201601,1/3/2016,California,Influenza_AH1pdm09,45
2015-2016,201601,1/3/2016,California,Influenza_ANotSubtyped,0
2015-2016,201601,1/3/2016,California,Influenza_B,31
2015-2016,201601,1/3/2016,California,Influenza_BVictoria,7
2015-2016,201601,1/3/2016,California,Influenza_BYamagata,22
2015-2016,201601,1/3/2016,California,Influenza_BNotLineageTyped,2
2015-2016,201601,1/3/2016,California,Influenza_Total,93
2015-2016,201601,1/3/2016,California,Influenza_Tested,248
2015-2016,201601,1/3/2016,Central,Influenza_A,5
2015-2016,201601,1/3/2016,Central,Influenza_AH3,0
2015-2016,201601,1/3/2016,Central,Influenza_AH1pdm09,5
2015-2016,201601,1/3/2016,Central,Influenza_ANotSubtyped,0
2015-2016,201601,1/3/2016,Central,Influenza_B,1
2015-2016,201601,1/3/2016,Central,Influenza_BVictoria,0
2015-2016,201601,1/3/2016,Central,Influenza_BYamagata,0
2015-2016,201601,1/3/2016,Central,Influenza_BNotLineageTyped,1
2015-2016,201601,1/3/2016,Central,Influenza_Total,6
2015-2016,201601,1/3/2016,Central,Influenza_Tested,7
2015-2016,201601,1/3/2016,Lower Southern,Influenza_A,43
2015-2016,201601,1/3/2016,Lower Southern,Influenza_AH3,13
2015-2016,201601,1/3/2016,Lower Southern,Influenza_AH1pdm09,30
2015-2016,201601,1/3/2016,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201601,1/3/2016,Lower Southern,Influenza_B,16
2015-2016,201601,1/3/2016,Lower Southern,Influenza_BVictoria,1
2015-2016,201601,1/3/2016,Lower Southern,Influenza_BYamagata,14
2015-2016,201601,1/3/2016,Lower Southern,Influenza_BNotLineageTyped,1
2015-2016,201601,1/3/2016,Lower Southern,Influenza_Total,59
2015-2016,201601,1/3/2016,Lower Southern,Influenza_Tested,113
2015-2016,201601,1/3/2016,Northern,Influenza_A,1
2015-2016,201601,1/3/2016,Northern,Influenza_AH3,1
2015-2016,201601,1/3/2016,Northern,Influenza_AH1pdm09,0
2015-2016,201601,1/3/2016,Northern,Influenza_ANotSubtyped,0
2015-2016,201601,1/3/2016,Northern,Influenza_B,2
2015-2016,201601,1/3/2016,Northern,Influenza_BVictoria,2
2015-2016,201601,1/3/2016,Northern,Influenza_BYamagata,0
2015-2016,201601,1/3/2016,Northern,Influenza_BNotLineageTyped,0
2015-2016,201601,1/3/2016,Northern,Influenza_Total,3
2015-2016,201601,1/3/2016,Northern,Influenza_Tested,4
2015-2016,201601,1/3/2016,Upper Southern,Influenza_A,8
2015-2016,201601,1/3/2016,Upper Southern,Influenza_AH3,3
2015-2016,201601,1/3/2016,Upper Southern,Influenza_AH1pdm09,5
2015-2016,201601,1/3/2016,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201601,1/3/2016,Upper Southern,Influenza_B,7
2015-2016,201601,1/3/2016,Upper Southern,Influenza_BVictoria,2
2015-2016,201601,1/3/2016,Upper Southern,Influenza_BYamagata,5
2015-2016,201601,1/3/2016,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201601,1/3/2016,Upper Southern,Influenza_Total,15
2015-2016,201601,1/3/2016,Upper Southern,Influenza_Tested,22
2015-2016,201602,1/10/2016,Bay Area,Influenza_A,2
2015-2016,201602,1/10/2016,Bay Area,Influenza_AH3,0
2015-2016,201602,1/10/2016,Bay Area,Influenza_AH1pdm09,2
2015-2016,201602,1/10/2016,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201602,1/10/2016,Bay Area,Influenza_B,4
2015-2016,201602,1/10/2016,Bay Area,Influenza_BVictoria,3
2015-2016,201602,1/10/2016,Bay Area,Influenza_BYamagata,0
2015-2016,201602,1/10/2016,Bay Area,Influenza_BNotLineageTyped,1
2015-2016,201602,1/10/2016,Bay Area,Influenza_Total,6
2015-2016,201602,1/10/2016,Bay Area,Influenza_Tested,76
2015-2016,201602,1/10/2016,California,Influenza_A,44
2015-2016,201602,1/10/2016,California,Influenza_AH3,17
2015-2016,201602,1/10/2016,California,Influenza_AH1pdm09,27
2015-2016,201602,1/10/2016,California,Influenza_ANotSubtyped,0
2015-2016,201602,1/10/2016,California,Influenza_B,31
2015-2016,201602,1/10/2016,California,Influenza_BVictoria,9
2015-2016,201602,1/10/2016,California,Influenza_BYamagata,17
2015-2016,201602,1/10/2016,California,Influenza_BNotLineageTyped,5
2015-2016,201602,1/10/2016,California,Influenza_Total,75
2015-2016,201602,1/10/2016,California,Influenza_Tested,229
2015-2016,201602,1/10/2016,Central,Influenza_A,1
2015-2016,201602,1/10/2016,Central,Influenza_AH3,0
2015-2016,201602,1/10/2016,Central,Influenza_AH1pdm09,1
2015-2016,201602,1/10/2016,Central,Influenza_ANotSubtyped,0
2015-2016,201602,1/10/2016,Central,Influenza_B,3
2015-2016,201602,1/10/2016,Central,Influenza_BVictoria,0
2015-2016,201602,1/10/2016,Central,Influenza_BYamagata,0
2015-2016,201602,1/10/2016,Central,Influenza_BNotLineageTyped,3
2015-2016,201602,1/10/2016,Central,Influenza_Total,4
2015-2016,201602,1/10/2016,Central,Influenza_Tested,8
2015-2016,201602,1/10/2016,Lower Southern,Influenza_A,37
2015-2016,201602,1/10/2016,Lower Southern,Influenza_AH3,16
2015-2016,201602,1/10/2016,Lower Southern,Influenza_AH1pdm09,21
2015-2016,201602,1/10/2016,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201602,1/10/2016,Lower Southern,Influenza_B,18
2015-2016,201602,1/10/2016,Lower Southern,Influenza_BVictoria,6
2015-2016,201602,1/10/2016,Lower Southern,Influenza_BYamagata,11
2015-2016,201602,1/10/2016,Lower Southern,Influenza_BNotLineageTyped,1
2015-2016,201602,1/10/2016,Lower Southern,Influenza_Total,55
2015-2016,201602,1/10/2016,Lower Southern,Influenza_Tested,118
2015-2016,201602,1/10/2016,Northern,Influenza_A,0
2015-2016,201602,1/10/2016,Northern,Influenza_AH3,0
2015-2016,201602,1/10/2016,Northern,Influenza_AH1pdm09,0
2015-2016,201602,1/10/2016,Northern,Influenza_ANotSubtyped,0
2015-2016,201602,1/10/2016,Northern,Influenza_B,0
2015-2016,201602,1/10/2016,Northern,Influenza_BVictoria,0
2015-2016,201602,1/10/2016,Northern,Influenza_BYamagata,0
2015-2016,201602,1/10/2016,Northern,Influenza_BNotLineageTyped,0
2015-2016,201602,1/10/2016,Northern,Influenza_Total,0
2015-2016,201602,1/10/2016,Northern,Influenza_Tested,0
2015-2016,201602,1/10/2016,Upper Southern,Influenza_A,4
2015-2016,201602,1/10/2016,Upper Southern,Influenza_AH3,1
2015-2016,201602,1/10/2016,Upper Southern,Influenza_AH1pdm09,3
2015-2016,201602,1/10/2016,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,201602,1/10/2016,Upper Southern,Influenza_B,6
2015-2016,201602,1/10/2016,Upper Southern,Influenza_BVictoria,0
2015-2016,201602,1/10/2016,Upper Southern,Influenza_BYamagata,6
2015-2016,201602,1/10/2016,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201602,1/10/2016,Upper Southern,Influenza_Total,10
2015-2016,201602,1/10/2016,Upper Southern,Influenza_Tested,27
2015-2016,201603,1/17/2016,Bay Area,Influenza_A,0
2015-2016,201603,1/17/2016,Bay Area,Influenza_AH3,0
2015-2016,201603,1/17/2016,Bay Area,Influenza_AH1pdm09,0
2015-2016,201603,1/17/2016,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201603,1/17/2016,Bay Area,Influenza_B,2
2015-2016,201603,1/17/2016,Bay Area,Influenza_BVictoria,1
2015-2016,201603,1/17/2016,Bay Area,Influenza_BYamagata,1
2015-2016,201603,1/17/2016,Bay Area,Influenza_BNotLineageTyped,0
2015-2016,201603,1/17/2016,Bay Area,Influenza_Total,2
2015-2016,201603,1/17/2016,Bay Area,Influenza_Tested,65
2015-2016,201603,1/17/2016,California,Influenza_A,61
2015-2016,201603,1/17/2016,California,Influenza_AH3,20
2015-2016,201603,1/17/2016,California,Influenza_AH1pdm09,40
2015-2016,201603,1/17/2016,California,Influenza_ANotSubtyped,1
2015-2016,201603,1/17/2016,California,Influenza_B,31
2015-2016,201603,1/17/2016,California,Influenza_BVictoria,11
2015-2016,201603,1/17/2016,California,Influenza_BYamagata,17
2015-2016,201603,1/17/2016,California,Influenza_BNotLineageTyped,3
2015-2016,201603,1/17/2016,California,Influenza_Total,92
2015-2016,201603,1/17/2016,California,Influenza_Tested,231
2015-2016,201603,1/17/2016,Central,Influenza_A,2
2015-2016,201603,1/17/2016,Central,Influenza_AH3,0
2015-2016,201603,1/17/2016,Central,Influenza_AH1pdm09,2
2015-2016,201603,1/17/2016,Central,Influenza_ANotSubtyped,0
2015-2016,201603,1/17/2016,Central,Influenza_B,4
2015-2016,201603,1/17/2016,Central,Influenza_BVictoria,1
2015-2016,201603,1/17/2016,Central,Influenza_BYamagata,0
2015-2016,201603,1/17/2016,Central,Influenza_BNotLineageTyped,3
2015-2016,201603,1/17/2016,Central,Influenza_Total,6
2015-2016,201603,1/17/2016,Central,Influenza_Tested,14
2015-2016,201603,1/17/2016,Lower Southern,Influenza_A,49
2015-2016,201603,1/17/2016,Lower Southern,Influenza_AH3,16
2015-2016,201603,1/17/2016,Lower Southern,Influenza_AH1pdm09,33
2015-2016,201603,1/17/2016,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201603,1/17/2016,Lower Southern,Influenza_B,14
2015-2016,201603,1/17/2016,Lower Southern,Influenza_BVictoria,4
2015-2016,201603,1/17/2016,Lower Southern,Influenza_BYamagata,10
2015-2016,201603,1/17/2016,Lower Southern,Influenza_BNotLineageTyped,0
2015-2016,201603,1/17/2016,Lower Southern,Influenza_Total,63
2015-2016,201603,1/17/2016,Lower Southern,Influenza_Tested,105
2015-2016,201603,1/17/2016,Northern,Influenza_A,3
2015-2016,201603,1/17/2016,Northern,Influenza_AH3,2
2015-2016,201603,1/17/2016,Northern,Influenza_AH1pdm09,1
2015-2016,201603,1/17/2016,Northern,Influenza_ANotSubtyped,0
2015-2016,201603,1/17/2016,Northern,Influenza_B,2
2015-2016,201603,1/17/2016,Northern,Influenza_BVictoria,2
2015-2016,201603,1/17/2016,Northern,Influenza_BYamagata,0
2015-2016,201603,1/17/2016,Northern,Influenza_BNotLineageTyped,0
2015-2016,201603,1/17/2016,Northern,Influenza_Total,5
2015-2016,201603,1/17/2016,Northern,Influenza_Tested,17
2015-2016,201603,1/17/2016,Upper Southern,Influenza_A,7
2015-2016,201603,1/17/2016,Upper Southern,Influenza_AH3,2
2015-2016,201603,1/17/2016,Upper Southern,Influenza_AH1pdm09,4
2015-2016,201603,1/17/2016,Upper Southern,Influenza_ANotSubtyped,1
2015-2016,201603,1/17/2016,Upper Southern,Influenza_B,9
2015-2016,201603,1/17/2016,Upper Southern,Influenza_BVictoria,3
2015-2016,201603,1/17/2016,Upper Southern,Influenza_BYamagata,6
2015-2016,201603,1/17/2016,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201603,1/17/2016,Upper Southern,Influenza_Total,16
2015-2016,201603,1/17/2016,Upper Southern,Influenza_Tested,30
2015-2016,201604,1/24/2016,Bay Area,Influenza_A,3
2015-2016,201604,1/24/2016,Bay Area,Influenza_AH3,1
2015-2016,201604,1/24/2016,Bay Area,Influenza_AH1pdm09,1
2015-2016,201604,1/24/2016,Bay Area,Influenza_ANotSubtyped,1
2015-2016,201604,1/24/2016,Bay Area,Influenza_B,5
2015-2016,201604,1/24/2016,Bay Area,Influenza_BVictoria,2
2015-2016,201604,1/24/2016,Bay Area,Influenza_BYamagata,0
2015-2016,201604,1/24/2016,Bay Area,Influenza_BNotLineageTyped,3
2015-2016,201604,1/24/2016,Bay Area,Influenza_Total,8
2015-2016,201604,1/24/2016,Bay Area,Influenza_Tested,75
